종목코드,종목명,종가,대비,시가,고가,저가,내재변동성,익일정산가,거래량,거래대금,미결제약정
"201NC190","코스피200 C 201812 190.0","82.65","0.75","83.35","83.75","81.85","64.00","82.65","105","2172.0","2329"
"201NC192","코스피200 C 201812 192.5",,,,,,"15.90","80.05","0","0.0","50"
"201NC195","코스피200 C 201812 195.0",,,,,,"15.90","77.55","0","0.0","21"
"201NC197","코스피200 C 201812 197.5",,,,,,"15.90","75.05","0","0.0","1"
"201NC200","코스피200 C 201812 200.0",,,,,,"15.90","72.55","0","0.0","640"
"201NC202","코스피200 C 201812 202.5",,,,,,"15.90","70.05","0","0.0","0"
"201NC205","코스피200 C 201812 205.0",,,,,,"15.90","67.55","0","0.0","0"
"201NC207","코스피200 C 201812 207.5",,,,,,"15.90","65.05","0","0.0","0"
"201NC210","코스피200 C 201812 210.0",,,,,,"15.90","62.55","0","0.0","1"
"201NC212","코스피200 C 201812 212.5",,,,,,"15.90","60.05","0","0.0","0"
"201NC215","코스피200 C 201812 215.0",,,,,,"15.90","57.55","0","0.0","6"
"201NC217","코스피200 C 201812 217.5",,,,,,"15.90","55.05","0","0.0","0"
"201NC220","코스피200 C 201812 220.0",,,,,,"15.90","52.55","0","0.0","152"
"201NC222","코스피200 C 201812 222.5",,,,,,"15.90","50.05","0","0.0","0"
"201NC225","코스피200 C 201812 225.0",,,,,,"15.90","47.55","0","0.0","1"
"201NC227","코스피200 C 201812 227.5",,,,,,"15.90","45.05","0","0.0","0"
"201NC230","코스피200 C 201812 230.0",,,,,,"15.90","42.55","0","0.0","1034"
"201NC232","코스피200 C 201812 232.5",,,,,,"15.90","40.05","0","0.0","1"
"201NC235","코스피200 C 201812 235.0",,,,,,"15.90","37.55","0","0.0","6"
"201NC237","코스피200 C 201812 237.5",,,,,,"15.90","35.10","0","0.0","0"
"201NC240","코스피200 C 201812 240.0",,,,,,"15.90","32.60","1","8.0","2410"
"201NC242","코스피200 C 201812 242.5",,,,,,"15.90","30.10","0","0.0","9"
"201NC245","코스피200 C 201812 245.0",,,,,,"15.90","27.60","0","0.0","40"
"201NC247","코스피200 C 201812 247.5","25.40","0.65","25.40","25.40","25.40","24.00","25.40","1","6.0","92"
"201NC250","코스피200 C 201812 250.0","22.50","0.00","22.50","22.50","22.50","20.00","22.50","1","6.0","9814"
"201NC252","코스피200 C 201812 252.5","20.30","0.35","21.30","21.30","20.10","20.00","20.30","15","76.0","30"
"201NC255","코스피200 C 201812 255.0","17.70","0.10","19.40","19.50","17.70","20.00","17.70","16","76.0","166"
