종목코드,종목명,종가,대비,시가,고가,저가,내재변동성,익일정산가,거래량,거래대금,미결제약정
"201G7220","코스피200 C 201207 220.0","28.25","-0.75","27.10","28.90","27.10","36.00","28.25","42","602.0","886"
"201G7222","코스피200 C 201207 222.5","26.30","0.35","25.70","26.80","25.00","37.00","26.30","10","130.0","145"
"201G7225","코스피200 C 201207 225.0","23.70","-1.10","22.75","24.25","22.75","34.00","23.70","4","47.0","345"
"201G7227","코스피200 C 201207 227.5","22.05","0.40","20.80","22.05","20.60","34.00","22.05","25","264.0","33"
"201G7230","코스피200 C 201207 230.0","19.40","-1.00","19.75","20.05","18.30","32.00","19.40","256","2457.0","367"
"201G7232","코스피200 C 201207 232.5","17.25","-0.50","17.25","18.00","16.10","31.00","17.25","89","783.0","81"
"201G7235","코스피200 C 201207 235.0","15.35","-0.95","15.85","15.85","14.30","30.50","15.35","333","2513.0","544"
"201G7237","코스피200 C 201207 237.5","13.75","-0.45","14.10","14.10","12.35","30.00","13.75","118","786.0","591"
"201G7240","코스피200 C 201207 240.0","11.50","-0.50","12.00","12.30","10.65","28.00","11.50","423","2379.0","1021"
"201G7242","코스피200 C 201207 242.5","9.65","-0.85","10.35","10.50","8.95","27.00","9.65","717","3455.0","1970"
"201G7245","코스피200 C 201207 245.0","8.00","-0.75","8.25","8.80","7.40","26.00","8.00","2219","8824.0","2421"
"201G7247","코스피200 C 201207 247.5","6.70","-0.50","7.20","7.25","5.95","25.80","6.70","7280","23591.0","3705"
"201G7250","코스피200 C 201207 250.0","5.10","-0.60","5.25","5.75","4.70","23.80","5.10","9521","24717.0","4637"
"201G7252","코스피200 C 201207 252.5","4.15","-0.15","4.65","4.80","3.65","23.90","4.15","9217","18514.0","3945"
"201G7255","코스피200 C 201207 255.0","3.00","-0.35","3.40","3.40","2.74","22.50","3.00","31608","46670.0","7694"
"201G7257","코스피200 C 201207 257.5","2.19","-0.15","2.41","2.42","1.99","21.90","2.19","81105","88920.0","9062"
"201G7260","코스피200 C 201207 260.0","1.35","-0.32","1.67","1.67","1.35","20.30","1.35","92569","70939.0","15920"
"201G7262","코스피200 C 201207 262.5","1.07","-0.07","1.09","1.12","0.95","20.80","1.07","67657","35214.0","12587"
"201G7265","코스피200 C 201207 265.0","0.69","-0.06","0.75","0.75","0.63","20.30","0.69","60936","20799.0","18286"
"201G7267","코스피200 C 201207 267.5","0.43","-0.10","0.48","0.48","0.40","19.70","0.43","55532","12120.0","16125"
"201G7270","코스피200 C 201207 270.0","0.26","-0.06","0.30","0.31","0.25","19.20","0.26","39933","5553.0","15330"
"201G7272","코스피200 C 201207 272.5","0.17","-0.03","0.19","0.20","0.16","19.40","0.17","19285","1716.0","8677"
"201G7275","코스피200 C 201207 275.0","0.11","-0.01","0.12","0.13","0.10","19.30","0.11","13820","795.0","7967"
