종목코드,종목명,종가,대비,시가,고가,저가,내재변동성,익일정산가,거래량,거래대금,미결제약정
"201G5245","코스피200 C 201205 245.0","16.50","-1.40","15.20","17.30","15.20","20.00","16.50","245","412.0","4543"
"201G5247","코스피200 C 201205 247.5","14.15","-1.20","13.10","14.80","12.95","18.00","14.15","174","237.0","435"
"201G5250","코스피200 C 201205 250.0","11.95","-1.20","11.90","12.80","10.55","19.00","11.95","1970","2261.0","3221"
"201G5252","코스피200 C 201205 252.5","9.90","-1.00","9.50","10.60","8.55","19.00","9.90","2259","2149.0","1174"
"201G5255","코스피200 C 201205 255.0","8.05","-0.80","6.85","8.55","6.65","19.00","8.05","14044","10651.0","6337"
"201G5257","코스피200 C 201205 257.5","6.20","-0.90","5.00","6.70","4.95","18.30","6.20","69821","39395.0","18273"
"201G5260","코스피200 C 201205 260.0","4.55","-0.65","3.60","5.00","3.50","17.40","4.55","94083","38790.0","25274"
"201G5262","코스피200 C 201205 262.5","3.20","-0.60","2.51","3.60","2.38","16.90","3.20","473027","131088.0","34411"
"201G5265","코스피200 C 201205 265.0","2.11","-0.48","1.68","2.41","1.51","16.40","2.11","1096082","211643.0","79353"
"201G5267","코스피200 C 201205 267.5","1.30","-0.36","1.00","1.53","0.91","15.90","1.30","1060578","124264.0","86508"
"201G5270","코스피200 C 201205 270.0","0.79","-0.19","0.61","0.91","0.52","15.80","0.79","1273549","86434.0","127376"
"201G5272","코스피200 C 201205 272.5","0.41","-0.16","0.30","0.51","0.29","15.30","0.41","897337","33585.0","135074"
"201G5275","코스피200 C 201205 275.0","0.23","-0.09","0.18","0.28","0.16","15.40","0.23","682620","14247.0","157492"
"201G5277","코스피200 C 201205 277.5","0.12","-0.06","0.11","0.16","0.09","15.60","0.12","361990","4086.0","121313"
"201G5280","코스피200 C 201205 280.0","0.07","-0.04","0.06","0.09","0.05","15.80","0.07","270624","1773.0","130961"
"201G5282","코스피200 C 201205 282.5","0.04","-0.01","0.03","0.05","0.03","16.20","0.04","163891","650.0","93818"
"201G5285","코스피200 C 201205 285.0","0.02","-0.01","0.03","0.03","0.02","16.40","0.02","19278","47.0","90224"
"201G5287","코스피200 C 201205 287.5","0.02","0.00","0.02","0.02","0.01","17.80","0.02","21877","37.0","155672"
"201G6215","코스피200 C 201206 215.0","45.15","-1.70","45.15","45.15","45.15","3.00","45.15","1","5.0","2357"
"201G6217","코스피200 C 201206 217.5",,,,,,"16.50","44.35","0","0.0","3"
"201G6220","코스피200 C 201206 220.0","41.65","-1.40","40.65","41.65","40.40","3.00","41.65","62","254.0","397"
"201G6222","코스피200 C 201206 222.5",,,,,,"16.50","39.40","0","0.0","2"
"201G6225","코스피200 C 201206 225.0",,,,,,"16.50","36.90","0","0.0","74"
"201G6227","코스피200 C 201206 227.5","34.00","-1.35","34.00","34.00","34.00","16.00","34.00","1","3.0","23"
"201G6230","코스피200 C 201206 230.0","31.50","-1.00","31.20","31.50","31.05","3.00","31.50","4","12.0","138"
"201G6232","코스피200 C 201206 232.5","28.90","-1.55","28.80","28.90","28.60","20.00","28.90","9","26.0","103"
"201G6235","코스피200 C 201206 235.0","27.40","-0.65","27.00","27.50","27.00","18.00","27.40","10","27.0","190"
"201G6237","코스피200 C 201206 237.5",,,,,,"16.50","24.80","0","0.0","107"
"201G6240","코스피200 C 201206 240.0","22.75","-0.60","22.35","22.80","22.35","18.00","22.75","6","14.0","1228"
"201G6242","코스피200 C 201206 242.5",,,,,,"16.50","20.25","0","0.0","52"
"201G6245","코스피200 C 201206 245.0","18.70","-0.35","18.55","19.25","17.60","18.00","18.70","66","123.0","1956"
"201G6247","코스피200 C 201206 247.5","16.05","-1.20","15.50","16.50","15.15","19.00","16.05","7","11.0","150"
