종목코드,종목명,종가,대비,시가,고가,저가,내재변동성,익일정산가,거래량,거래대금,미결제약정
"209B1270","코스피위클리 C 2301W3 270.0",,,,,,"16.00","43.80","0","0.0","0"
"209B1272","코스피위클리 C 2301W3 272.5",,,,,,"16.00","41.30","0","0.0","0"
"209B1275","코스피위클리 C 2301W3 275.0",,,,,,"16.00","38.80","0","0.0","0"
"209B1277","코스피위클리 C 2301W3 277.5",,,,,,"16.00","36.30","0","0.0","0"
"209B1280","코스피위클리 C 2301W3 280.0",,,,,,"16.00","33.80","0","0.0","0"
"209B1282","코스피위클리 C 2301W3 282.5",,,,,,"16.00","31.30","0","0.0","0"
"209B1285","코스피위클리 C 2301W3 285.0",,,,,,"16.00","28.80","0","0.0","0"
"209B1287","코스피위클리 C 2301W3 287.5",,,,,,"16.00","26.30","0","0.0","0"
"209B1290","코스피위클리 C 2301W3 290.0",,,,,,"16.00","23.80","0","0.0","0"
"209B1292","코스피위클리 C 2301W3 292.5",,,,,,"16.00","21.30","0","0.0","0"
"209B1295","코스피위클리 C 2301W3 295.0",,,,,,"16.00","18.80","0","0.0","0"
"209B1297","코스피위클리 C 2301W3 297.5",,,,,,"16.00","16.30","0","0.0","0"
"209B1300","코스피위클리 C 2301W3 300.0",,,,,,"16.00","13.80","0","0.0","0"
"209B1302","코스피위클리 C 2301W3 302.5",,,,,,"16.00","11.30","0","0.0","0"
"209B1305","코스피위클리 C 2301W3 305.0","8.70","-2.55","10.45","10.45","8.60","16.00","8.70","13","30.0","50"
"209B1307","코스피위클리 C 2301W3 307.5","6.30","-3.40","7.60","8.54","6.30","16.00","6.30","31","56.0","138"
"209B1310","코스피위클리 C 2301W3 310.0","4.46","-2.08","5.32","6.70","3.93","17.50","4.46","325","381.0","848"
"209B1312","코스피위클리 C 2301W3 312.5","2.61","-1.87","4.58","4.61","2.17","16.30","2.61","5643","4068.0","2822"
"209B1315","코스피위클리 C 2301W3 315.0","1.25","-1.40","2.76","2.89","1.01","15.50","1.25","66031","26572.0","4993"
"209B1317","코스피위클리 C 2301W3 317.5","0.46","-0.92","1.42","1.54","0.37","14.80","0.46","176015","33898.0","9351"
"209B1320","코스피위클리 C 2301W3 320.0","0.13","-0.45","0.60","0.69","0.11","14.60","0.13","162124","13076.0","11577"
"209B1322","코스피위클리 C 2301W3 322.5","0.02","-0.16","0.20","0.24","0.02","13.80","0.02","113329","2836.0","18601"
"209B1325","코스피위클리 C 2301W3 325.0","0.01","-0.05","0.06","0.06","0.01","15.80","0.01","70455","482.0","23394"
"209B1327","코스피위클리 C 2301W3 327.5","0.01","0.00","0.02","0.02","0.01","18.90","0.01","22411","59.0","14053"
"209B1330","코스피위클리 C 2301W3 330.0","0.01","0.00","0.01","0.01","0.01","22.40","0.01","966","2.0","9766"
"209B1332","코스피위클리 C 2301W3 332.5","0.01","0.00","0.01","0.01","0.01","21.30","0.01","1","0.0","5827"
"209B1335","코스피위클리 C 2301W3 335.0",,,,,,"21.30","0.01","0","0.0","5125"
"209B1337","코스피위클리 C 2301W3 337.5",,,,,,"21.30","0.01","0","0.0","6024"
"209B1340","코스피위클리 C 2301W3 340.0",,,,,,"21.30","0.01","0","0.0","4154"
"209B1342","코스피위클리 C 2301W3 342.5",,,,,,"21.30","0.01","0","0.0","13898"
"209B1345","코스피위클리 C 2301W3 345.0",,,,,,"21.30","0.01","0","0.0","7006"
"209B1347","코스피위클리 C 2301W3 347.5",,,,,,"21.30","0.01","0","0.0","7"
"209B1350","코스피위클리 C 2301W3 350.0",,,,,,"21.30","0.01","0","0.0","1"
"209B1352","코스피위클리 C 2301W3 352.5",,,,,,"21.30","0.01","0","0.0","0"
"209B1355","코스피위클리 C 2301W3 355.0",,,,,,"21.30","0.01","0","0.0","0"
"309B1270","코스피위클리 P 2301W3 270.0",,,,,,"41.30","0.01","0","0.0","3653"
"309B1272","코스피위클리 P 2301W3 272.5",,,,,,"41.30","0.01","0","0.0","14041"
"309B1275","코스피위클리 P 2301W3 275.0",,,,,,"41.30","0.01","0","0.0","1049"
"309B1277","코스피위클리 P 2301W3 277.5",,,,,,"41.30","0.01","0","0.0","258"
"309B1280","코스피위클리 P 2301W3 280.0",,,,,,"41.30","0.01","0","0.0","844"
"309B1282","코스피위클리 P 2301W3 282.5",,,,,,"41.30","0.01","0","0.0","1813"
"309B1285","코스피위클리 P 2301W3 285.0","0.01","0.00","0.01","0.01","0.01","41.30","0.01","4","0.0","20457"
"309B1287","코스피위클리 P 2301W3 287.5",,,,,,"38.14","0.01","1","0.0","11869"
"309B1290","코스피위클리 P 2301W3 290.0",,,,,,"35.00","0.01","0","0.0","4664"
"309B1292","코스피위클리 P 2301W3 292.5",,,,,,"31.85","0.01","0","0.0","3027"
"309B1295","코스피위클리 P 2301W3 295.0","0.01","0.00","0.01","0.01","0.01","28.70","0.01","25","0.0","4980"
"309B1297","코스피위클리 P 2301W3 297.5","0.01","0.00","0.01","0.01","0.01","22.60","0.01","121","0.0","6076"
"309B1300","코스피위클리 P 2301W3 300.0","0.01","0.00","0.01","0.01","0.01","19.90","0.01","1198","3.0","10078"
"309B1302","코스피위클리 P 2301W3 302.5","0.01","0.00","0.01","0.02","0.01","16.70","0.01","14888","41.0","9379"
"309B1305","코스피위클리 P 2301W3 305.0","0.03","0.00","0.02","0.05","0.02","15.30","0.03","36329","320.0","14552"
"309B1307","코스피위클리 P 2301W3 307.5","0.13","0.04","0.06","0.19","0.06","15.20","0.13","75442","2273.0","14332"
"309B1310","코스피위클리 P 2301W3 310.0","0.41","0.13","0.23","0.55","0.21","14.80","0.41","166897","15526.0","9339"
"309B1312","코스피위클리 P 2301W3 312.5","1.08","0.44","0.56","1.32","0.56","14.60","1.08","158835","36132.0","6084"
"309B1315","코스피위클리 P 2301W3 315.0","2.18","0.78","1.26","2.65","1.23","13.50","2.18","95269","45038.0","5115"
"309B1317","코스피위클리 P 2301W3 317.5","3.89","1.28","2.40","4.50","2.39","12.00","3.89","15754","12566.0","2778"
"309B1320","코스피위클리 P 2301W3 320.0","6.30","2.05","4.06","6.69","4.03","3.00","6.30","424","525.0","367"
"309B1322","코스피위클리 P 2301W3 322.5","7.96","1.56","6.50","7.96","6.30","3.00","7.96","54","94.0","55"
"309B1325","코스피위클리 P 2301W3 325.0","11.30","2.89","8.49","11.30","8.49","24.00","11.30","14","36.0","23"
"309B1327","코스피위클리 P 2301W3 327.5","13.05","2.60","12.40","13.10","12.40","3.00","13.05","15","49.0","23"
"309B1330","코스피위클리 P 2301W3 330.0",,,,,,"3.00","16.20","0","0.0","0"
"309B1332","코스피위클리 P 2301W3 332.5",,,,,,"3.00","18.70","0","0.0","0"
"309B1335","코스피위클리 P 2301W3 335.0",,,,,,"3.00","21.20","0","0.0","0"
"309B1337","코스피위클리 P 2301W3 337.5",,,,,,"3.00","23.70","0","0.0","2"
"309B1340","코스피위클리 P 2301W3 340.0",,,,,,"3.00","26.20","0","0.0","0"
"309B1342","코스피위클리 P 2301W3 342.5",,,,,,"3.00","28.70","0","0.0","0"
"309B1345","코스피위클리 P 2301W3 345.0",,,,,,"3.00","31.20","0","0.0","0"
"309B1347","코스피위클리 P 2301W3 347.5",,,,,,"3.00","33.70","0","0.0","0"
"309B1350","코스피위클리 P 2301W3 350.0",,,,,,"3.00","36.20","0","0.0","0"
"309B1352","코스피위클리 P 2301W3 352.5",,,,,,"3.00","38.70","0","0.0","0"
"309B1355","코스피위클리 P 2301W3 355.0",,,,,,"3.00","41.20","0","0.0","0"
