종목코드,종목명,종가,대비,시가,고가,저가,내재변동성,익일정산가,거래량,거래대금,미결제약정
"20970407","코스피위클리 C 2106W3 407.5",,,,,,"3.00","29.45","0","0.0","2"
"20970410","코스피위클리 C 2106W3 410.0",,,,,,"3.00","26.95","0","0.0","0"
"20970412","코스피위클리 C 2106W3 412.5",,,,,,"3.00","24.45","0","0.0","1"
"20970415","코스피위클리 C 2106W3 415.0",,,,,,"3.00","21.95","0","0.0","1"
"20970417","코스피위클리 C 2106W3 417.5",,,,,,"3.00","19.45","0","0.0","1"
"20970420","코스피위클리 C 2106W3 420.0",,,,,,"3.00","16.95","0","0.0","5"
"20970422","코스피위클리 C 2106W3 422.5",,,,,,"3.00","14.45","0","0.0","2"
"20970425","코스피위클리 C 2106W3 425.0","11.25","2.50","11.10","11.25","11.10","3.00","11.25","2","6.0","6"
"20970427","코스피위클리 C 2106W3 427.5","9.23","2.50","8.95","9.40","8.00","3.00","9.23","9","20.0","45"
"20970430","코스피위클리 C 2106W3 430.0","6.82","2.39","4.65","7.14","4.59","3.00","6.82","371","525.0","889"
"20970432","코스피위클리 C 2106W3 432.5","4.47","1.93","2.17","4.81","2.00","4.00","4.47","4763","4147.0","1851"
"20970435","코스피위클리 C 2106W3 435.0","2.41","1.27","0.90","2.74","0.81","9.00","2.41","37057","17619.0","4220"
"20970437","코스피위클리 C 2106W3 437.5","0.97","0.55","0.28","1.21","0.25","9.40","0.97","94143","18856.0","6249"
"20970440","코스피위클리 C 2106W3 440.0","0.30","0.17","0.07","0.43","0.06","9.90","0.30","138087","8621.0","9021"
"20970442","코스피위클리 C 2106W3 442.5","0.08","0.05","0.02","0.12","0.01","10.70","0.08","48631","717.0","10603"
"20970445","코스피위클리 C 2106W3 445.0","0.02","0.01","0.01","0.04","0.01","11.50","0.02","15488","69.0","8671"
"20970447","코스피위클리 C 2106W3 447.5","0.01","0.00","0.01","0.01","0.01","13.30","0.01","13086","33.0","13860"
"20970450","코스피위클리 C 2106W3 450.0","0.01","0.00","0.01","0.01","0.01","15.90","0.01","55","0.0","4089"
"20970452","코스피위클리 C 2106W3 452.5",,,,,,"15.90","0.01","0","0.0","148"
"20970455","코스피위클리 C 2106W3 455.0",,,,,,"15.90","0.01","0","0.0","0"
"30970407","코스피위클리 P 2106W3 407.5","0.01","0.00","0.01","0.01","0.01","34.60","0.01","1","0.0","13368"
"30970410","코스피위클리 P 2106W3 410.0","0.01","0.00","0.01","0.01","0.01","30.10","0.01","3","0.0","4532"
"30970412","코스피위클리 P 2106W3 412.5","0.01","0.00","0.01","0.01","0.01","26.80","0.01","999","2.0","7575"
"30970415","코스피위클리 P 2106W3 415.0","0.01","0.00","0.01","0.01","0.01","25.30","0.01","28","0.0","3854"
"30970417","코스피위클리 P 2106W3 417.5","0.01","0.00","0.01","0.01","0.01","23.60","0.01","1828","5.0","4284"
"30970420","코스피위클리 P 2106W3 420.0","0.01","-0.01","0.02","0.02","0.01","20.80","0.01","12743","36.0","12880"
"30970422","코스피위클리 P 2106W3 422.5","0.01","-0.03","0.04","0.04","0.01","18.10","0.01","14320","60.0","7170"
"30970425","코스피위클리 P 2106W3 425.0","0.02","-0.04","0.07","0.07","0.01","16.50","0.02","25853","206.0","9756"
"30970427","코스피위클리 P 2106W3 427.5","0.03","-0.12","0.17","0.18","0.03","14.20","0.03","39783","639.0","8560"
"30970430","코스피위클리 P 2106W3 430.0","0.06","-0.31","0.41","0.44","0.06","12.30","0.06","58110","2504.0","8649"
"30970432","코스피위클리 P 2106W3 432.5","0.22","-0.70","1.03","1.13","0.21","11.80","0.22","76929","7914.0","8097"
"30970435","코스피위클리 P 2106W3 435.0","0.61","-1.44","2.29","2.44","0.61","10.70","0.61","66304","14928.0","6289"
"30970437","코스피위클리 P 2106W3 437.5","1.67","-2.16","4.16","4.30","1.58","10.90","1.67","21620","10685.0","2035"
"30970440","코스피위클리 P 2106W3 440.0","3.51","-2.68","6.25","6.25","3.30","12.00","3.51","1080","984.0","223"
"30970442","코스피위클리 P 2106W3 442.5",,,,,,"12.00","5.55","0","0.0","1"
"30970445","코스피위클리 P 2106W3 445.0",,,,,,"12.00","8.03","0","0.0","1"
"30970447","코스피위클리 P 2106W3 447.5",,,,,,"12.00","10.55","0","0.0","1"
"30970450","코스피위클리 P 2106W3 450.0",,,,,,"12.00","13.05","0","0.0","0"
"30970452","코스피위클리 P 2106W3 452.5",,,,,,"12.00","15.55","0","0.0","0"
"30970455","코스피위클리 P 2106W3 455.0",,,,,,"12.00","18.05","0","0.0","0"
