종목코드,종목명,종가,대비,시가,고가,저가,내재변동성,익일정산가,거래량,거래대금,미결제약정
"20986367","코스피위클리 C 2111W1 367.5",,,,,,"25.00","22.35","0","0.0","0"
"20986370","코스피위클리 C 2111W1 370.0",,,,,,"25.00","19.85","0","0.0","0"
"20986372","코스피위클리 C 2111W1 372.5",,,,,,"25.00","17.40","0","0.0","0"
"20986375","코스피위클리 C 2111W1 375.0",,,,,,"25.00","15.00","0","0.0","1"
"20986377","코스피위클리 C 2111W1 377.5",,,,,,"25.00","12.65","0","0.0","1"
"20986380","코스피위클리 C 2111W1 380.0","11.50","2.58","11.50","11.50","11.50","25.00","11.50","4","12.0","7"
"20986382","코스피위클리 C 2111W1 382.5","8.15","0.95","8.49","9.05","8.15","20.00","8.15","10","22.0","12"
"20986385","코스피위클리 C 2111W1 385.0","6.63","1.23","6.20","7.30","6.06","18.50","6.63","452","767.0","332"
"20986387","코스피위클리 C 2111W1 387.5","4.25","0.61","4.75","5.37","4.08","18.00","4.25","898","1074.0","545"
"20986390","코스피위클리 C 2111W1 390.0","2.93","0.51","3.20","3.69","2.57","18.40","2.93","5922","4673.0","1608"
"20986392","코스피위클리 C 2111W1 392.5","1.72","0.24","1.97","2.28","1.47","17.40","1.72","30351","14350.0","2837"
"20986395","코스피위클리 C 2111W1 395.0","0.78","-0.05","1.11","1.31","0.74","15.70","0.78","59586","15097.0","6344"
"20986397","코스피위클리 C 2111W1 397.5","0.37","-0.06","0.60","0.69","0.32","15.60","0.37","67164","8044.0","7122"
"20986400","코스피위클리 C 2111W1 400.0","0.14","-0.09","0.30","0.32","0.12","15.30","0.14","45540","2251.0","8639"
"20986402","코스피위클리 C 2111W1 402.5","0.04","-0.09","0.14","0.19","0.04","14.70","0.04","31231","624.0","9053"
"20986405","코스피위클리 C 2111W1 405.0","0.02","-0.05","0.08","0.08","0.01","15.60","0.02","20084","185.0","8851"
"20986407","코스피위클리 C 2111W1 407.5","0.01","-0.03","0.04","0.04","0.01","16.40","0.01","13219","59.0","7790"
"20986410","코스피위클리 C 2111W1 410.0","0.01","-0.02","0.03","0.03","0.01","18.40","0.01","5572","14.0","7152"
"20986412","코스피위클리 C 2111W1 412.5","0.01","-0.01","0.01","0.01","0.01","19.80","0.01","2028","5.0","6686"
"20986415","코스피위클리 C 2111W1 415.0","0.01","0.00","0.01","0.01","0.01","21.80","0.01","8","0.0","15651"
"30986367","코스피위클리 P 2111W1 367.5","0.04","0.03","0.04","0.06","0.01","25.10","0.04","43544","247.0","26028"
"30986370","코스피위클리 P 2111W1 370.0","0.06","0.04","0.07","0.08","0.02","23.80","0.06","23246","236.0","7202"
"30986372","코스피위클리 P 2111W1 372.5","0.09","0.03","0.10","0.13","0.03","22.60","0.09","23853","404.0","4406"
"30986375","코스피위클리 P 2111W1 375.0","0.15","-0.30","0.17","0.22","0.06","21.60","0.15","46262","1411.0","6998"
"30986377","코스피위클리 P 2111W1 377.5","0.24","-0.43","0.31","0.38","0.11","20.50","0.24","41380","2131.0","4645"
"30986380","코스피위클리 P 2111W1 380.0","0.35","-0.67","0.50","0.62","0.23","19.10","0.35","52550","4725.0","5399"
"30986382","코스피위클리 P 2111W1 382.5","0.61","-0.94","0.80","1.01","0.44","18.30","0.61","49663","7658.0","4809"
"30986385","코스피위클리 P 2111W1 385.0","1.02","-1.15","1.24","1.57","0.76","17.40","1.02","55114","14099.0","4130"
"30986387","코스피위클리 P 2111W1 387.5","1.61","-1.49","1.93","2.34","1.28","16.10","1.61","29271","11905.0","3650"
"30986390","코스피위클리 P 2111W1 390.0","2.51","-1.81","2.90","3.40","2.07","14.90","2.51","11803","7331.0","3912"
"30986392","코스피위클리 P 2111W1 392.5","3.77","-2.21","4.20","4.79","3.16","13.50","3.77","2287","2084.0","1335"
"30986395","코스피위클리 P 2111W1 395.0","5.84","-1.81","5.47","6.29","4.70","15.00","5.84","1390","1821.0","754"
"30986397","코스피위클리 P 2111W1 397.5","6.94","-2.70","7.77","7.77","6.50","14.00","6.94","31","54.0","337"
"30986400","코스피위클리 P 2111W1 400.0","9.92","-2.48","9.88","10.05","8.88","16.00","9.92","16","38.0","63"
"30986402","코스피위클리 P 2111W1 402.5","12.25","4.39","12.25","12.25","12.25","16.00","12.25","2","6.0","2"
"30986405","코스피위클리 P 2111W1 405.0",,,,,,"16.00","15.15","0","0.0","2"
"30986407","코스피위클리 P 2111W1 407.5",,,,,,"16.00","17.65","0","0.0","0"
"30986410","코스피위클리 P 2111W1 410.0",,,,,,"16.00","20.15","0","0.0","0"
"30986412","코스피위클리 P 2111W1 412.5",,,,,,"16.00","22.65","0","0.0","0"
"30986415","코스피위클리 P 2111W1 415.0",,,,,,"16.00","25.15","0","0.0","1"
