종목코드,종목명,종가,대비,시가,고가,저가,내재변동성,익일정산가,거래량,거래대금,미결제약정
"20958395","코스피위클리 C 2102W4 395.0","13.05","-7.80","16.30","16.30","13.05","24.00","13.05","22","81.0","20"
"20958397","코스피위클리 C 2102W4 397.5","10.95","-7.45","16.50","16.70","9.95","38.00","10.95","42","133.0","27"
"20958400","코스피위클리 C 2102W4 400.0","8.66","-5.54","16.35","16.35","7.76","35.00","8.66","88","238.0","38"
"20958402","코스피위클리 C 2102W4 402.5","6.50","-7.10","14.85","15.30","5.65","31.00","6.50","188","480.0","91"
"20958405","코스피위클리 C 2102W4 405.0","4.59","-7.71","12.15","15.05","3.89","28.00","4.59","961","1624.0","485"
"20958407","코스피위클리 C 2102W4 407.5","2.68","-6.93","9.45","12.55","2.37","23.50","2.68","2952","2980.0","1292"
"20958410","코스피위클리 C 2102W4 410.0","1.51","-5.88","6.19","10.20","1.29","22.40","1.51","10945","6514.0","2146"
"20958412","코스피위클리 C 2102W4 412.5","0.74","-4.89","5.40","8.02","0.64","21.20","0.74","22519","9130.0","3586"
"20958415","코스피위클리 C 2102W4 415.0","0.32","-3.70","3.20","6.00","0.28","20.70","0.32","47270","15856.0","6232"
"20958417","코스피위클리 C 2102W4 417.5","0.14","-2.51","2.02","4.10","0.12","20.90","0.14","69654","19090.0","5496"
"20958420","코스피위클리 C 2102W4 420.0","0.07","-1.57","1.20","2.62","0.05","21.90","0.07","115982","25836.0","6311"
"20958422","코스피위클리 C 2102W4 422.5","0.03","-0.98","0.68","1.55","0.02","22.40","0.03","127250","19327.0","5265"
"20958425","코스피위클리 C 2102W4 425.0","0.01","-0.53","0.35","0.86","0.01","22.40","0.01","119657","9824.0","6085"
"20958427","코스피위클리 C 2102W4 427.5","0.01","-0.30","0.19","0.43","0.01","25.10","0.01","90816","4067.0","7675"
"20958430","코스피위클리 C 2102W4 430.0","0.01","-0.15","0.09","0.20","0.01","27.80","0.01","61307","1109.0","9232"
"20958432","코스피위클리 C 2102W4 432.5","0.01","-0.08","0.04","0.09","0.01","30.60","0.01","35545","351.0","6355"
"20958435","코스피위클리 C 2102W4 435.0","0.01","-0.03","0.02","0.04","0.01","33.20","0.01","15327","75.0","5079"
"20958437","코스피위클리 C 2102W4 437.5","0.01","-0.01","0.02","0.02","0.01","35.90","0.01","9707","29.0","6425"
"20958440","코스피위클리 C 2102W4 440.0","0.01","0.00","0.01","0.01","0.01","34.70","0.01","1751","4.0","5521"
"20958442","코스피위클리 C 2102W4 442.5","0.01","0.00","0.01","0.01","0.01","27.60","0.01","12","0.0","6348"
"20958445","코스피위클리 C 2102W4 445.0","0.01","0.00","0.01","0.01","0.01","43.30","0.01","606","2.0","13360"
"30958395","코스피위클리 P 2102W4 395.0","0.18","0.17","0.09","0.31","0.01","25.90","0.18","98255","2500.0","13704"
"30958397","코스피위클리 P 2102W4 397.5","0.34","0.21","0.14","0.52","0.03","25.20","0.34","80096","3326.0","9207"
"30958400","코스피위클리 P 2102W4 400.0","0.55","0.34","0.21","0.83","0.05","23.40","0.55","95015","6650.0","9267"
"30958402","코스피위클리 P 2102W4 402.5","0.90","0.60","0.32","1.31","0.08","21.90","0.90","60631","6525.0","4184"
"30958405","코스피위클리 P 2102W4 405.0","1.52","1.06","0.46","2.03","0.12","20.40","1.52","92953","13397.0","3542"
"30958407","코스피위클리 P 2102W4 407.5","2.37","1.68","0.75","3.06","0.21","18.30","2.37","94987","20510.0","4240"
"30958410","코스피위클리 P 2102W4 410.0","3.72","2.65","1.15","4.50","0.35","16.50","3.72","102432","30145.0","3132"
"30958412","코스피위클리 P 2102W4 412.5","5.50","3.89","1.78","6.28","0.59","13.00","5.50","72042","26450.0","4050"
"30958415","코스피위클리 P 2102W4 415.0","7.21","4.81","2.63","8.41","0.97","3.00","7.21","40116","21634.0","2755"
"30958417","코스피위클리 P 2102W4 417.5","9.50","5.96","3.79","10.70","1.59","3.00","9.50","9361","6527.0","1857"
"30958420","코스피위클리 P 2102W4 420.0","11.80","6.75","4.90","13.15","2.60","3.00","11.80","2962","4091.0","1469"
"30958422","코스피위클리 P 2102W4 422.5","14.40","7.33","7.40","15.30","4.07","3.00","14.40","577","1073.0","634"
"30958425","코스피위클리 P 2102W4 425.0","16.70","7.90","11.60","17.70","5.92","3.00","16.70","235","564.0","200"
"30958427","코스피위클리 P 2102W4 427.5","19.05","9.35","8.86","19.05","7.96","32.00","19.05","150","508.0","140"
"30958430","코스피위클리 P 2102W4 430.0","15.05","1.55","15.45","15.45","10.25","3.00","15.05","77","249.0","86"
"30958432","코스피위클리 P 2102W4 432.5","17.80","2.05","17.50","17.80","13.00","3.00","17.80","24","88.0","17"
"30958435","코스피위클리 P 2102W4 435.0",,,,,,"3.00","27.85","0","0.0","2"
"30958437","코스피위클리 P 2102W4 437.5",,,,,,"3.00","30.35","0","0.0","0"
"30958440","코스피위클리 P 2102W4 440.0",,,,,,"3.00","32.85","0","0.0","1"
"30958442","코스피위클리 P 2102W4 442.5",,,,,,"3.00","35.35","0","0.0","0"
"30958445","코스피위클리 P 2102W4 445.0",,,,,,"3.00","37.85","0","0.0","0"
