종목코드,종목명,종가,대비,시가,고가,저가,내재변동성,익일정산가,거래량,거래대금,미결제약정
"20988367","코스피위클리 C 2111W4 367.5",,,,,,"14.00","23.10","0","0.0","0"
"20988370","코스피위클리 C 2111W4 370.0",,,,,,"14.00","20.60","0","0.0","0"
"20988372","코스피위클리 C 2111W4 372.5",,,,,,"14.00","18.10","0","0.0","0"
"20988375","코스피위클리 C 2111W4 375.0",,,,,,"14.00","15.60","0","0.0","0"
"20988377","코스피위클리 C 2111W4 377.5",,,,,,"14.00","13.10","0","0.0","0"
"20988380","코스피위클리 C 2111W4 380.0","10.65","2.02","10.05","10.65","8.62","14.00","10.65","87","205.0","51"
"20988382","코스피위클리 C 2111W4 382.5","8.77","1.80","8.73","9.05","6.85","15.00","8.77","131","257.0","81"
"20988385","코스피위클리 C 2111W4 385.0","6.55","1.11","4.86","7.18","4.64","13.80","6.55","456","635.0","224"
"20988387","코스피위클리 C 2111W4 387.5","4.77","1.03","3.24","5.40","3.04","13.80","4.77","3593","3606.0","1047"
"20988390","코스피위클리 C 2111W4 390.0","3.17","0.69","2.10","3.79","1.90","13.30","3.17","21630","13934.0","1926"
"20988392","코스피위클리 C 2111W4 392.5","1.95","0.40","1.30","2.47","1.11","12.90","1.95","43938","17707.0","2192"
"20988395","코스피위클리 C 2111W4 395.0","1.11","0.19","0.74","1.51","0.60","12.80","1.11","69530","16014.0","6248"
"20988397","코스피위클리 C 2111W4 397.5","0.54","0.04","0.41","0.85","0.30","12.40","0.54","69990","8531.0","4670"
"20988400","코스피위클리 C 2111W4 400.0","0.26","0.03","0.19","0.44","0.14","12.40","0.26","40763","2482.0","6236"
"20988402","코스피위클리 C 2111W4 402.5","0.12","0.01","0.09","0.22","0.06","12.60","0.12","33454","950.0","7592"
"20988405","코스피위클리 C 2111W4 405.0","0.05","-0.01","0.05","0.11","0.03","12.70","0.05","17860","243.0","6370"
"20988407","코스피위클리 C 2111W4 407.5","0.03","0.00","0.02","0.05","0.02","13.60","0.03","9336","69.0","3793"
"20988410","코스피위클리 C 2111W4 410.0","0.02","0.00","0.02","0.03","0.01","14.60","0.02","9331","44.0","5543"
"30988367","코스피위클리 P 2111W4 367.5","0.01","-0.03","0.08","0.11","0.01","16.60","0.01","19518","199.0","5010"
"30988370","코스피위클리 P 2111W4 370.0","0.03","-0.11","0.12","0.17","0.03","16.90","0.03","21724","348.0","7496"
"30988372","코스피위클리 P 2111W4 372.5","0.04","-0.19","0.22","0.27","0.04","15.80","0.04","18934","491.0","4603"
"30988375","코스피위클리 P 2111W4 375.0","0.07","-0.29","0.37","0.44","0.07","14.90","0.07","24444","1145.0","4460"
"30988377","코스피위클리 P 2111W4 377.5","0.14","-0.44","0.62","0.71","0.14","14.50","0.14","43043","3500.0","4948"
"30988380","코스피위클리 P 2111W4 380.0","0.30","-0.60","0.99","1.10","0.28","14.50","0.30","63821","8632.0","5179"
"30988382","코스피위클리 P 2111W4 382.5","0.55","-0.81","1.48","1.78","0.51","14.20","0.55","40709","9019.0","2767"
"30988385","코스피위클리 P 2111W4 385.0","0.95","-1.08","2.25","2.44","0.87","13.80","0.95","31039","11054.0","2557"
"30988387","코스피위클리 P 2111W4 387.5","1.58","-1.35","3.32","3.50","1.46","13.40","1.58","21206","11479.0","2652"
"30988390","코스피위클리 P 2111W4 390.0","2.50","-1.78","4.70","4.84","2.33","13.00","2.50","6006","4586.0","1334"
"30988392","코스피위클리 P 2111W4 392.5","3.75","-1.91","5.11","6.09","3.53","12.50","3.75","888","979.0","331"
"30988395","코스피위클리 P 2111W4 395.0","5.51","-1.89","6.00","7.83","5.24","12.80","5.51","136","206.0","87"
"30988397","코스피위클리 P 2111W4 397.5","7.46","-2.89","7.72","9.54","7.10","12.50","7.46","128","256.0","77"
"30988400","코스피위클리 P 2111W4 400.0","9.73","-2.92","10.35","10.35","9.31","13.00","9.73","4","10.0","2"
"30988402","코스피위클리 P 2111W4 402.5",,,,,,"11.33","11.95","0","0.0","0"
"30988405","코스피위클리 P 2111W4 405.0",,,,,,"9.66","14.40","0","0.0","0"
"30988407","코스피위클리 P 2111W4 407.5","17.45","-2.55","17.45","17.45","17.45","8.00","17.45","1","4.0","1"
"30988410","코스피위클리 P 2111W4 410.0","20.80","-1.65","20.80","20.80","20.80","16.00","20.80","1","5.0","1"
