종목코드,종목명,종가,대비,시가,고가,저가,내재변동성,익일정산가,거래량,거래대금,미결제약정
"20969402","코스피위클리 C 2106W1 402.5",,,,,,"17.00","23.50","0","0.0","0"
"20969405","코스피위클리 C 2106W1 405.0",,,,,,"17.00","21.00","0","0.0","0"
"20969407","코스피위클리 C 2106W1 407.5",,,,,,"17.00","18.50","0","0.0","0"
"20969410","코스피위클리 C 2106W1 410.0",,,,,,"17.00","16.00","0","0.0","0"
"20969412","코스피위클리 C 2106W1 412.5",,,,,,"17.00","13.60","0","0.0","0"
"20969415","코스피위클리 C 2106W1 415.0","11.05","2.00","11.00","11.05","11.00","17.00","11.05","2","6.0","1"
"20969417","코스피위클리 C 2106W1 417.5",,,,,,"14.25","8.74","0","0.0","15"
"20969420","코스피위클리 C 2106W1 420.0","7.13","2.14","5.70","8.12","5.70","11.50","7.13","24","39.0","87"
"20969422","코스피위클리 C 2106W1 422.5","5.25","1.45","4.66","6.18","3.85","11.80","5.25","287","344.0","268"
"20969425","코스피위클리 C 2106W1 425.0","3.67","1.40","3.18","4.50","2.50","13.40","3.67","8400","6591.0","1382"
"20969427","코스피위클리 C 2106W1 427.5","2.32","0.93","1.96","2.99","1.54","12.80","2.32","24404","13320.0","2269"
"20969430","코스피위클리 C 2106W1 430.0","1.38","0.58","1.18","1.84","0.90","12.40","1.38","37692","12414.0","2011"
"20969432","코스피위클리 C 2106W1 432.5","0.74","0.30","0.66","1.07","0.50","12.20","0.74","48333","9687.0","2945"
"20969435","코스피위클리 C 2106W1 435.0","0.40","0.16","0.34","0.58","0.27","12.40","0.40","38031","4171.0","3940"
"20969437","코스피위클리 C 2106W1 437.5","0.19","0.06","0.17","0.30","0.14","12.40","0.19","22883","1259.0","3854"
"20969440","코스피위클리 C 2106W1 440.0","0.09","0.03","0.08","0.15","0.07","12.70","0.09","17063","498.0","2162"
"20969442","코스피위클리 C 2106W1 442.5","0.05","0.01","0.05","0.09","0.04","13.10","0.05","16339","261.0","6204"
"30969402","코스피위클리 P 2106W1 402.5","0.06","-0.10","0.07","0.09","0.03","19.20","0.06","17458","254.0","11597"
"30969405","코스피위클리 P 2106W1 405.0","0.08","-0.16","0.11","0.14","0.05","17.90","0.08","7858","163.0","1729"
"30969407","코스피위클리 P 2106W1 407.5","0.12","-0.22","0.18","0.20","0.07","17.30","0.12","9536","279.0","2915"
"30969410","코스피위클리 P 2106W1 410.0","0.16","-0.34","0.26","0.30","0.10","16.10","0.16","13763","648.0","3282"
"30969412","코스피위클리 P 2106W1 412.5","0.25","-0.49","0.41","0.47","0.16","15.30","0.25","16062","1146.0","3545"
"30969415","코스피위클리 P 2106W1 415.0","0.37","-0.73","0.65","0.73","0.26","14.40","0.37","23278","2663.0","3403"
"30969417","코스피위클리 P 2106W1 417.5","0.57","-1.05","0.98","1.13","0.41","13.60","0.57","29711","5186.0","2736"
"30969420","코스피위클리 P 2106W1 420.0","0.91","-1.41","1.48","1.71","0.67","12.80","0.91","32600","8712.0","2773"
"30969422","코스피위클리 P 2106W1 422.5","1.49","-1.62","2.20","2.55","1.10","12.40","1.49","22471","9484.0","1363"
"30969425","코스피위클리 P 2106W1 425.0","2.27","-2.00","3.40","3.70","1.76","11.80","2.27","14570","8882.0","2050"
"30969427","코스피위클리 P 2106W1 427.5","3.43","-2.23","4.16","5.00","2.75","11.00","3.43","1143","939.0","502"
"30969430","코스피위클리 P 2106W1 430.0","5.20","-2.75","5.22","5.50","4.14","13.50","5.20","55","63.0","34"
"30969432","코스피위클리 P 2106W1 432.5",,,,,,"12.25","6.84","0","0.0","1"
"30969435","코스피위클리 P 2106W1 435.0","8.00","-4.30","10.20","11.10","8.00","11.00","8.00","29","75.0","12"
"30969437","코스피위클리 P 2106W1 437.5",,,,,,"11.00","11.55","0","0.0","0"
"30969440","코스피위클리 P 2106W1 440.0",,,,,,"11.00","14.00","0","0.0","0"
"30969442","코스피위클리 P 2106W1 442.5",,,,,,"11.00","16.50","0","0.0","0"
