종목코드,종목명,종가,대비,시가,고가,저가,내재변동성,익일정산가,거래량,거래대금,미결제약정
"20939287","코스피위클리 C 2009W1 287.5",,,,,,"32.00","24.00","0","0.0","0"
"20939290","코스피위클리 C 2009W1 290.0","21.50","1.70","21.45","21.50","21.45","32.00","21.50","2","11.0","1"
"20939292","코스피위클리 C 2009W1 292.5",,,,,,"31.00","19.00","0","0.0","0"
"20939295","코스피위클리 C 2009W1 295.0",,,,,,"30.00","16.50","0","0.0","0"
"20939297","코스피위클리 C 2009W1 297.5",,,,,,"29.00","14.00","0","0.0","1"
"20939300","코스피위클리 C 2009W1 300.0","9.30","-1.85","9.30","9.30","9.30","28.00","9.30","1","2.0","2"
"20939302","코스피위클리 C 2009W1 302.5","7.55","-0.06","7.10","7.55","6.63","26.00","7.55","28","50.0","75"
"20939305","코스피위클리 C 2009W1 305.0","6.92","1.04","7.30","7.89","4.29","26.00","6.92","212","267.0","336"
"20939307","코스피위클리 C 2009W1 307.5","4.47","0.17","5.16","5.39","2.41","21.00","4.47","2896","2274.0","800"
"20939310","코스피위클리 C 2009W1 310.0","2.63","0.00","3.49","3.76","1.11","19.30","2.63","21973","10162.0","1578"
"20939312","코스피위클리 C 2009W1 312.5","1.19","-0.32","1.99","2.17","0.41","17.80","1.19","61248","15351.0","4596"
"20939315","코스피위클리 C 2009W1 315.0","0.45","-0.34","1.04","1.13","0.13","17.60","0.45","105988","12693.0","5525"
"20939317","코스피위클리 C 2009W1 317.5","0.15","-0.21","0.52","0.54","0.03","18.20","0.15","88519","4486.0","7235"
"20939320","코스피위클리 C 2009W1 320.0","0.04","-0.12","0.20","0.23","0.01","18.50","0.04","70589","1577.0","10284"
"20939322","코스피위클리 C 2009W1 322.5","0.02","-0.04","0.07","0.08","0.01","20.80","0.02","39889","336.0","7212"
"20939325","코스피위클리 C 2009W1 325.0","0.01","-0.01","0.03","0.03","0.01","22.90","0.01","24707","93.0","11456"
"20939327","코스피위클리 C 2009W1 327.5","0.01","0.00","0.01","0.01","0.01","26.70","0.01","8482","21.0","10224"
"20939330","코스피위클리 C 2009W1 330.0","0.01","0.00","0.01","0.01","0.01","34.20","0.01","12","0.0","5283"
"20939332","코스피위클리 C 2009W1 332.5","0.01","0.00","0.01","0.01","0.01","34.00","0.01","2","0.0","4455"
"20939335","코스피위클리 C 2009W1 335.0","0.01","0.00","0.01","0.01","0.01","35.50","0.01","7","0.0","4011"
"30939287","코스피위클리 P 2009W1 287.5","0.01","-0.01","0.01","0.01","0.01","40.60","0.01","3095","8.0","7700"
"30939290","코스피위클리 P 2009W1 290.0","0.01","-0.02","0.01","0.02","0.01","36.30","0.01","11772","30.0","9501"
"30939292","코스피위클리 P 2009W1 292.5","0.01","-0.05","0.02","0.03","0.01","32.70","0.01","13543","48.0","7062"
"30939295","코스피위클리 P 2009W1 295.0","0.01","-0.09","0.04","0.05","0.01","28.70","0.01","24448","159.0","9537"
"30939297","코스피위클리 P 2009W1 297.5","0.01","-0.16","0.07","0.10","0.01","24.80","0.01","34609","439.0","5544"
"30939300","코스피위클리 P 2009W1 300.0","0.03","-0.30","0.15","0.20","0.02","23.90","0.03","67329","1663.0","8173"
"30939302","코스피위클리 P 2009W1 302.5","0.06","-0.47","0.26","0.41","0.05","21.60","0.06","76359","4021.0","6675"
"30939305","코스피위클리 P 2009W1 305.0","0.14","-0.70","0.46","0.80","0.13","19.40","0.14","79640","8456.0","4858"
"30939307","코스피위클리 P 2009W1 307.5","0.34","-1.10","0.86","1.53","0.34","17.70","0.34","65993","13653.0","4069"
"30939310","코스피위클리 P 2009W1 310.0","0.82","-1.49","1.48","2.78","0.82","15.90","0.82","38158","14581.0","3137"
"30939312","코스피위클리 P 2009W1 312.5","1.91","-1.77","2.54","4.55","1.79","14.80","1.91","7871","5661.0","1538"
"30939315","코스피위클리 P 2009W1 315.0","3.79","-1.95","4.26","6.64","3.26","15.00","3.79","1492","1782.0","586"
"30939317","코스피위클리 P 2009W1 317.5","5.88","-2.47","5.85","8.60","5.85","3.00","5.88","137","251.0","195"
"30939320","코스피위클리 P 2009W1 320.0","8.35","-2.20","8.81","11.15","7.74","3.00","8.35","69","179.0","47"
"30939322","코스피위클리 P 2009W1 322.5",,,,,,"3.00","11.00","0","0.0","18"
"30939325","코스피위클리 P 2009W1 325.0",,,,,,"3.00","13.50","0","0.0","3"
"30939327","코스피위클리 P 2009W1 327.5",,,,,,"3.00","16.00","0","0.0","1"
"30939330","코스피위클리 P 2009W1 330.0",,,,,,"3.00","18.50","0","0.0","0"
"30939332","코스피위클리 P 2009W1 332.5",,,,,,"3.00","21.00","0","0.0","1"
"30939335","코스피위클리 P 2009W1 335.0",,,,,,"3.00","23.50","0","0.0","0"
