종목코드,종목명,종가,대비,시가,고가,저가,내재변동성,익일정산가,거래량,거래대금,미결제약정
"20947310","코스피위클리 C 2011W3 310.0",,,,,,"40.00","29.95","0","0.0","5"
"20947312","코스피위클리 C 2011W3 312.5",,,,,,"40.00","27.45","0","0.0","0"
"20947315","코스피위클리 C 2011W3 315.0",,,,,,"40.00","24.95","0","0.0","0"
"20947317","코스피위클리 C 2011W3 317.5",,,,,,"40.00","22.45","0","0.0","1"
"20947320","코스피위클리 C 2011W3 320.0",,,,,,"40.00","19.95","0","0.0","0"
"20947322","코스피위클리 C 2011W3 322.5",,,,,,"40.00","17.50","0","0.0","2"
"20947325","코스피위클리 C 2011W3 325.0","15.00","-0.70","14.95","15.00","14.95","40.00","15.00","2","7.0","6"
"20947327","코스피위클리 C 2011W3 327.5","12.80","0.05","12.70","12.80","12.70","36.00","12.80","2","6.0","235"
"20947330","코스피위클리 C 2011W3 330.0","10.05","-0.30","10.80","10.80","9.60","28.00","10.05","8","21.0","1157"
"20947332","코스피위클리 C 2011W3 332.5","7.57","-0.19","7.80","9.20","6.64","8.00","7.57","46","91.0","1272"
"20947335","코스피위클리 C 2011W3 335.0","5.09","-0.53","5.59","6.56","4.34","3.00","5.09","438","578.0","1797"
"20947337","코스피위클리 C 2011W3 337.5","2.97","-0.62","3.42","4.55","2.34","14.00","2.97","5882","4473.0","2343"
"20947340","코스피위클리 C 2011W3 340.0","1.33","-0.66","1.79","2.62","1.00","13.40","1.33","47418","17403.0","3954"
"20947342","코스피위클리 C 2011W3 342.5","0.44","-0.51","0.80","1.26","0.34","13.30","0.44","144397","21526.0","7851"
"20947345","코스피위클리 C 2011W3 345.0","0.10","-0.29","0.30","0.51","0.08","13.30","0.10","121127","5677.0","8292"
"20947347","코스피위클리 C 2011W3 347.5","0.02","-0.13","0.11","0.17","0.01","13.90","0.02","74933","1002.0","9743"
"20947350","코스피위클리 C 2011W3 350.0","0.01","-0.05","0.03","0.05","0.01","16.30","0.01","23229","112.0","9552"
"20947352","코스피위클리 C 2011W3 352.5","0.01","-0.01","0.01","0.01","0.01","19.80","0.01","4119","10.0","8534"
"20947355","코스피위클리 C 2011W3 355.0","0.01","0.00","0.01","0.01","0.01","23.60","0.01","43","0.0","5376"
"20947357","코스피위클리 C 2011W3 357.5","0.01","0.00","0.01","0.01","0.01","27.30","0.01","5","0.0","2577"
"20947360","코스피위클리 C 2011W3 360.0",,,,,,"27.30","0.01","0","0.0","3856"
"30947310","코스피위클리 P 2011W3 310.0","0.01","0.00","0.01","0.01","0.01","46.60","0.01","100","0.0","19251"
"30947312","코스피위클리 P 2011W3 312.5","0.01","0.00","0.01","0.01","0.01","42.40","0.01","102","0.0","6154"
"30947315","코스피위클리 P 2011W3 315.0",,,,,,"38.90","0.01","0","0.0","11448"
"30947317","코스피위클리 P 2011W3 317.5","0.01","0.00","0.01","0.01","0.01","35.40","0.01","76","0.0","8730"
"30947320","코스피위클리 P 2011W3 320.0","0.01","0.00","0.01","0.01","0.01","31.40","0.01","1091","3.0","6394"
"30947322","코스피위클리 P 2011W3 322.5","0.01","0.00","0.01","0.01","0.01","28.10","0.01","1318","3.0","5258"
"30947325","코스피위클리 P 2011W3 325.0","0.01","-0.01","0.02","0.02","0.01","24.20","0.01","12591","33.0","13349"
"30947327","코스피위클리 P 2011W3 327.5","0.01","-0.03","0.02","0.03","0.01","20.40","0.01","32653","143.0","8904"
"30947330","코스피위클리 P 2011W3 330.0","0.02","-0.08","0.07","0.08","0.01","18.20","0.02","50297","425.0","10604"
"30947332","코스피위클리 P 2011W3 332.5","0.05","-0.14","0.14","0.18","0.04","16.30","0.05","62252","1380.0","10959"
"30947335","코스피위클리 P 2011W3 335.0","0.17","-0.23","0.30","0.44","0.13","15.30","0.17","95484","5857.0","7131"
"30947337","코스피위클리 P 2011W3 337.5","0.50","-0.37","0.72","1.01","0.40","14.10","0.50","113962","17478.0","5238"
"30947340","코스피위클리 P 2011W3 340.0","1.37","-0.39","1.61","2.12","0.97","13.50","1.37","51601","18598.0","3975"
"30947342","코스피위클리 P 2011W3 342.5","2.96","-0.28","3.10","3.89","2.10","13.30","2.96","8135","5987.0","3046"
"30947345","코스피위클리 P 2011W3 345.0","5.13","0.03","5.10","6.07","3.95","14.00","5.13","443","557.0","237"
"30947347","코스피위클리 P 2011W3 347.5","7.88","1.24","6.97","7.88","6.95","29.00","7.88","10","18.0","33"
"30947350","코스피위클리 P 2011W3 350.0","10.20","0.15","9.87","10.70","9.30","16.00","10.20","99","245.0","30"
"30947352","코스피위클리 P 2011W3 352.5",,,,,,"16.00","12.55","0","0.0","1"
"30947355","코스피위클리 P 2011W3 355.0",,,,,,"16.00","15.05","0","0.0","0"
"30947357","코스피위클리 P 2011W3 357.5",,,,,,"16.00","17.55","0","0.0","0"
"30947360","코스피위클리 P 2011W3 360.0",,,,,,"16.00","20.05","0","0.0","0"
