종목코드,종목명,종가,대비,시가,고가,저가,내재변동성,익일정산가,거래량,거래대금,미결제약정
"209B3280","코스피위클리 C 2302W1 280.0",,,,,,"3.00","42.75","0","0.0","0"
"209B3282","코스피위클리 C 2302W1 282.5",,,,,,"3.00","40.25","0","0.0","0"
"209B3285","코스피위클리 C 2302W1 285.0",,,,,,"3.00","37.75","0","0.0","0"
"209B3287","코스피위클리 C 2302W1 287.5",,,,,,"3.00","35.25","0","0.0","0"
"209B3290","코스피위클리 C 2302W1 290.0",,,,,,"3.00","32.75","0","0.0","0"
"209B3292","코스피위클리 C 2302W1 292.5",,,,,,"3.00","30.25","0","0.0","0"
"209B3295","코스피위클리 C 2302W1 295.0",,,,,,"3.00","27.75","0","0.0","0"
"209B3297","코스피위클리 C 2302W1 297.5",,,,,,"3.00","25.25","0","0.0","0"
"209B3300","코스피위클리 C 2302W1 300.0",,,,,,"3.00","22.75","0","0.0","6"
"209B3302","코스피위클리 C 2302W1 302.5",,,,,,"3.00","20.25","0","0.0","0"
"209B3305","코스피위클리 C 2302W1 305.0",,,,,,"3.00","17.75","0","0.0","5"
"209B3307","코스피위클리 C 2302W1 307.5","17.70","-0.10","21.05","21.05","17.70","3.00","17.70","19","91.0","10"
"209B3310","코스피위클리 C 2302W1 310.0","14.90","-0.40","18.25","18.25","14.90","16.00","14.90","20","85.0","25"
"209B3312","코스피위클리 C 2302W1 312.5","10.60","-5.00","15.85","16.00","10.60","22.00","10.60","17","65.0","22"
"209B3315","코스피위클리 C 2302W1 315.0","9.97","-3.13","13.25","13.25","9.97","16.00","9.97","6","19.0","6"
"209B3317","코스피위클리 C 2302W1 317.5","6.05","-4.95","10.90","10.90","5.95","19.50","6.05","44","85.0","28"
"209B3320","코스피위클리 C 2302W1 320.0","4.14","-4.49","8.59","8.59","3.82","18.80","4.14","834","988.0","328"
"209B3322","코스피위클리 C 2302W1 322.5","2.46","-3.59","6.12","6.53","2.33","17.00","2.46","8810","6421.0","1577"
"209B3325","코스피위클리 C 2302W1 325.0","1.38","-2.92","4.60","4.94","1.29","17.10","1.38","35251","16379.0","5144"
"209B3327","코스피위클리 C 2302W1 327.5","0.69","-2.12","2.84","3.40","0.62","17.10","0.69","71344","19747.0","6016"
"209B3330","코스피위클리 C 2302W1 330.0","0.29","-1.40","1.74","2.14","0.25","16.90","0.29","101336","15909.0","8971"
"209B3332","코스피위클리 C 2302W1 332.5","0.12","-0.83","1.00","1.25","0.10","17.10","0.12","106123","10039.0","12536"
"209B3335","코스피위클리 C 2302W1 335.0","0.05","-0.43","0.53","0.68","0.04","17.70","0.05","76763","4333.0","9331"
"209B3337","코스피위클리 C 2302W1 337.5","0.02","-0.19","0.17","0.33","0.02","18.30","0.02","64105","1897.0","8371"
"209B3340","코스피위클리 C 2302W1 340.0","0.01","-0.06","0.06","0.14","0.01","19.30","0.01","51861","619.0","10026"
"209B3342","코스피위클리 C 2302W1 342.5","0.01","-0.03","0.03","0.06","0.01","21.70","0.01","29397","161.0","11960"
"209B3345","코스피위클리 C 2302W1 345.0","0.01","-0.02","0.02","0.03","0.01","24.10","0.01","18334","61.0","14888"
