종목코드,종목명,종가,대비,시가,고가,저가,내재변동성,익일정산가,거래량,거래대금,미결제약정
"201R2262","코스피200 C 202102 262.5","158.75","10.55","148.15","161.20","148.15","64.00","158.75","138","5459.0","292"
"201R2265","코스피200 C 202102 265.0",,,,,,"62.72","156.45","0","0.0","0"
"201R2267","코스피200 C 202102 267.5",,,,,,"61.43","154.00","0","0.0","0"
"201R2270","코스피200 C 202102 270.0",,,,,,"60.16","151.50","0","0.0","0"
"201R2272","코스피200 C 202102 272.5",,,,,,"58.88","149.00","0","0.0","0"
"201R2275","코스피200 C 202102 275.0",,,,,,"57.60","146.50","0","0.0","0"
"201R2277","코스피200 C 202102 277.5",,,,,,"56.32","144.00","0","0.0","0"
"201R2280","코스피200 C 202102 280.0",,,,,,"55.04","141.50","0","0.0","0"
"201R2282","코스피200 C 202102 282.5",,,,,,"53.76","139.00","0","0.0","4"
"201R2285","코스피200 C 202102 285.0",,,,,,"52.48","136.50","0","0.0","1"
"201R2287","코스피200 C 202102 287.5",,,,,,"51.20","134.00","0","0.0","1"
"201R2290","코스피200 C 202102 290.0",,,,,,"49.92","131.50","0","0.0","4"
"201R2292","코스피200 C 202102 292.5",,,,,,"48.64","129.00","0","0.0","0"
"201R2295","코스피200 C 202102 295.0",,,,,,"47.36","126.50","0","0.0","1"
"201R2297","코스피200 C 202102 297.5",,,,,,"46.08","124.00","0","0.0","3"
"201R2300","코스피200 C 202102 300.0",,,,,,"44.80","121.50","0","0.0","5"
"201R2302","코스피200 C 202102 302.5",,,,,,"43.52","119.00","0","0.0","1"
"201R2305","코스피200 C 202102 305.0",,,,,,"42.24","116.50","0","0.0","0"
"201R2307","코스피200 C 202102 307.5",,,,,,"40.96","114.00","0","0.0","0"
"201R2310","코스피200 C 202102 310.0",,,,,,"39.68","111.50","0","0.0","0"
"201R2312","코스피200 C 202102 312.5",,,,,,"38.40","109.00","0","0.0","0"
"201R2315","코스피200 C 202102 315.0",,,,,,"37.12","106.50","0","0.0","0"
"201R2317","코스피200 C 202102 317.5",,,,,,"35.84","104.00","0","0.0","7"
"201R2320","코스피200 C 202102 320.0",,,,,,"34.56","101.50","0","0.0","5"
"201R2322","코스피200 C 202102 322.5",,,,,,"33.28","99.00","0","0.0","0"
"201R2325","코스피200 C 202102 325.0","91.55","4.80","91.55","91.55","91.55","32.00","91.55","1","23.0","403"
"201R2327","코스피200 C 202102 327.5",,,,,,"32.00","94.00","0","0.0","20"
"201R2330","코스피200 C 202102 330.0",,,,,,"32.00","91.50","0","0.0","23"
"201R2332","코스피200 C 202102 332.5",,,,,,"32.00","89.00","0","0.0","0"
"201R2335","코스피200 C 202102 335.0",,,,,,"32.00","86.50","0","0.0","0"
